# Creation date:  11.06.2004
# Author:         Pascal Ballester, ESO/DMD
# Description:    Calibrated intensities of emission sky lines     
#                 in the wavelength domain 0.3-2.6 microns
#
# Table of sky emission lines in the range 0.3-2.5 um.
#
# Concerning the optical lines (in this file: lambda < 0.92 microns)
#------------------------------------------------------------------------ 
# Source: the UVES Sky Emission Atlas (Hanuschik, 2003, A&A, 407,
# 1157)
#
# Concerning the OH lines (in this file: lambda > 0.92 microns)
#--------------------------------------------------------------------
# This file contains most of the OH lines appearing in the sky.
# All the lines belonging to the sequence Delta V=2 to 5, up
# to V'=9 are included. All the levels with the rotational quantum 
# number J equal or inferior to 16.5 have been considered.
# 
# These data have been computed by Philippe Rousselot (Observatory of
# Besancon, France). The calculations are based on the energy levels
# published by Abrams et al. (1994, ApJS, 93, 351) and on the
# transition probabilities published by Mies (1974, J. of Mol. Spec.,
# 53, 150). The upper relative populations have been computed by
# assuming a Boltzmann distribution with a rotational temperature
# equal to 190 K and a vibrational temperature equal to 9000 K. These
# values are approximates and the resulting relative intensities
# should be regarded as indicative. The accuracy of the wavelengths is
# of the order of a few hundredth of Angstroems.
# 
# If you have any questions or comments concerning this list you
# can send an E-mail to philippe@obs-besancon.fr.
#
# If you use this list for your work and puslish it, please refer to:
# Rousselot et al. (2000, A&A, 354, 1134).
#
# Concerning the merged data
#---------------------------
# The OH lines table, initially in relative units proportional to the
# flux of photons, has been scaled to match the UVES spectrum (in units
# of 1e-16*ergs/cm2/s/arcsec2) in the region 0.7-1.0 microns. 
#
# For this purpose, the OH lines intensities have been divided by the
# wavelength to bring them in units relatives to the UVES ones, then
# scaled to obtain a good agreement in the region 0.7-1.0 micron.
#
# Then the values have been converted from 1e-16 ergs/cm2/s/arcsec2
# to photons/s/m2/arcsec2 by multiplying by 1e-16 * 1e-3, then 
# dividing by the photon energy in Joules (1.985e-19/lambda [microns]).  
# (calculations done on the table all-sky-emission.tbl) 
#
#
# Wavelength [um]  Flux [photons/m2/s/arcsec2]
   0.808460   0.03555818
   0.808562   0.03579915
   0.809368   0.14005558
   0.809496   0.02279667
   0.809864   0.00489293
   0.809975   0.00737911
   0.810115   0.01174313
   0.810225   0.14671205
   0.810277   0.13736893
   0.810429   0.01134253
   0.810467   0.00701611
   0.810501   0.01721435
   0.810634   0.01262905
   0.810739   0.01087189
   0.810872   0.00792597
   0.811010   0.01116654
   0.811141   0.01120530
   0.811317   0.00831896
   0.811959   0.01006597
   0.812202   0.00991149
   0.812341   0.01338141
   0.812623   0.01215690
   0.812757   0.01882808
   0.813071   0.01274306
   0.813153   0.01061351
   0.813203   0.01308678
   0.813271   0.00920990
   0.813459   0.01210273
   0.813552   0.01045464
   0.813632   0.00963207
   0.813682   0.01418587
   0.813836   0.01828675
   0.813898   0.02737272
   0.813928   0.03195063
   0.813960   0.01605744
   0.814021   0.01659600
   0.814066   0.01180029
   0.814194   0.01054095
   0.814612   0.00651946
   0.814650   0.08166079
   0.814718   0.04578237
   0.814765   0.02392281
   0.815113   0.00648609
   0.815190   0.00934116
   0.815315   0.00993306
   0.818821   0.03148324
   0.818863   0.02302533
   0.819486   0.03517648
   0.819565   0.02904509
   0.820465   0.01321807
   0.820598   0.00774844
   0.820751   0.01838602
   0.820836   0.01174330
   0.820941   0.01021173
   0.821390   0.01331228
   0.821533   0.01392756
   0.824147   0.02176178
   0.824200   0.02068141
   0.824736   0.02893736
   0.824830   0.02342211
   0.825519   0.02359972
   0.826861   0.00907371
   0.827208   0.00944249
   0.827653   0.01950775
   0.827831   0.31431716
   0.827859   0.14462265
   0.828104   0.16711786
   0.828169   0.74060699
   0.828232   0.01600610
   0.828268   0.06540368
   0.828318   0.04608802
   0.828382   0.01056541
   0.828494   0.01362958
   0.828641   0.31544421
   0.828861   1.22301145
   0.829059   0.08023349
   0.829625   0.48501491
   0.829891   1.44704983
   0.829948   0.01978092
   0.830202   0.03422550
   0.830253   0.04941744
   0.830408   0.02491733
   0.830520   0.01709352
   0.830837   0.01116605
   0.831072   0.53145806
   0.831769   0.03230038
   0.831848   0.04382744
   0.831969   0.02011762
   0.833756   0.03190137
   0.833842   0.02334553
   0.833870   0.02063840
   0.834304   0.44004058
   0.834461   3.76752490
   0.834964   0.06536686
   0.834993   0.06233196
   0.835288   1.29144101
   0.835627   0.01278876
   0.836043   0.02860915
   0.836071   0.02029871
   0.836110   0.05653944
   0.836170   0.03201103
   0.836264   0.02192961
   0.836304   0.02103673
   0.836451   0.21867926
   0.836497   0.21874976
   0.836549   0.01667312
   0.836644   0.02854209
   0.836708   0.01226008
   0.836946   0.01109367
   0.837281   0.01011813
   0.837612   0.02474123
   0.837992   0.06534185
   0.838075   0.06668778
   0.838240   0.90324465
   0.838729   0.01694347
   0.839018   0.03094987
   0.839117   0.01969458
   0.839169   0.01672325
   0.839561   0.01195229
   0.839918   3.11924456
   0.839918   3.14562869
   0.840046   0.01928948
   0.841524   1.14385241
   0.842302   0.01892841
   0.842330   0.01327480
   0.842412   0.02140631
   0.842475   0.01147293
   0.842639   0.02783686
   0.842743   0.05268429
   0.843012   2.44330140
   0.843018   3.61426807
   0.843217   0.02870535
   0.843439   0.06033916
   0.843598   0.01022374
   0.844637   0.04557094
   0.844678   0.02092946
   0.844860   0.00853175
   0.844934   0.00866082
   0.845097   0.02365873
   0.845227   1.00659062
   0.845379   0.00884965
   0.845415   0.01473956
   0.845679   0.00881054
   0.846046   0.01321867
   0.846089   0.00981331
   0.846157   0.01495558
   0.846241   0.01189795
   0.846523   1.33508705
   0.846551   1.27112692
   0.847462   0.07461899
   0.849340   0.67712282
   0.849404   0.03519973
   0.849428   0.04961768
   0.849691   0.02585545
   0.849803   0.01959762
   0.850087   0.02951484
   0.850255   0.03384892
   0.850312   0.00852287
   0.850374   0.01327850
   0.850464   0.65408708
   0.850507   0.65088902
   0.852043   0.02224030
   0.852076   0.02442416
   0.853869   1.10836966
   0.854198   0.03116374
   0.854839   0.26857867
   0.854896   0.23861468
   0.857211   0.01747176
   0.857345   0.03800037
   0.857377   0.04734641
   0.857573   0.02431205
   0.857765   0.02130244
   0.858802   0.07271446
   0.858837   0.06705253
   0.859667   0.10207791
   0.859738   0.10435698
   0.860417   0.00797948
   0.860448   0.01212928
   0.860626   0.02638720
   0.860794   0.01407982
   0.860835   0.01763346
   0.860996   0.01472693
   0.861056   0.02864023
   0.861216   0.02364286
   0.861296   0.04504316
   0.861454   0.04339750
   0.861456   0.00800334
   0.861556   0.01661138
   0.861557   0.06980694
   0.861713   0.06949016
   0.861714   0.01640245
   0.861837   0.03286483
   0.861837   0.12849508
   0.861992   0.03571767
   0.862135   0.18058427
   0.862136   0.05590488
   0.862290   0.05434115
   0.862290   0.15436476
   0.862454   0.09123775
   0.862454   0.23449798
   0.862607   0.20413776
   0.862607   0.08208201
   0.862792   0.27662938
   0.862792   0.12652377
   0.862942   0.22758774
   0.862943   0.11423434
   0.863149   0.28191701
   0.863150   0.15012445
   0.863297   0.22443971
   0.863299   0.13175271
   0.863525   0.24555614
   0.863527   0.15291419
   0.863671   0.16962513
   0.863673   0.11054644
   0.863925   0.10556801
   0.864066   0.05033669
   0.864185   0.03220780
   0.864228   0.02470704
   0.864388   0.00531246
   0.864690   0.11933294
   0.864972   0.17776695
   0.865038   0.06435488
   0.865129   0.44468164
   0.865226   0.02064592
   0.865377   0.02082600
   0.865436   0.48656890
   0.865586   0.61828864
   0.865773   0.02449922
   0.865914   0.51197887
   0.866064   0.60449596
   0.866413   0.50213476
   0.866559   0.60501081
   0.866796   0.01845619
   0.866928   0.47345969
   0.867073   0.53307824
   0.867463   0.35349392
   0.867607   0.36084782
   0.868017   0.24707467
   0.868159   0.24818394
   0.868340   0.01371086
   0.868589   0.14730440
   0.868730   0.16629672
   0.869181   0.07848407
   0.869321   0.09343369
   0.869792   0.04332435
   0.869931   0.05048200
   0.870012   0.05185272
   0.870069   0.04459291
   0.870164   0.01189200
   0.870214   0.00826388
   0.870421   0.02713492
   0.870561   0.02754918
   0.870696   0.07282965
   0.870799   0.06037486
   0.871072   0.01524378
   0.871159   0.00568372
   0.871208   0.01461901
   0.871663   0.00837874
   0.871741   0.01535046
   0.871875   0.01073390
   0.872675   0.03824786
   0.873748   0.02623292
   0.873916   0.02067761
   0.874060   0.03248083
   0.874297   0.02266846
   0.874698   0.01465811
   0.875025   0.03641849
   0.875873   0.65504276
   0.876028   0.30273972
   0.876134   1.46259527
   0.876162   0.60028201
   0.876302   0.05405702
   0.876372   0.04240764
   0.876642   0.77942527
   0.876792   2.33032286
   0.876916   0.06837893
   0.877038   0.05809453
   0.877504   0.02744084
   0.877622   1.09862440
   0.877834   2.48092939
   0.879024   0.08266696
   0.879119   1.03340432
   0.880160   0.00800186
   0.880196   0.01313592
   0.880922   0.07570573
   0.881018   0.05921454
   0.881044   0.05635880
   0.882546   0.72875069
   0.882711   6.19101607
   0.882801   0.03371372
   0.882989   0.02130101
   0.883077   0.09920198
   0.883156   0.04287166
   0.883292   0.20706749
   0.883312   0.18254687
   0.883355   0.02530314
   0.883412   0.05323645
   0.883453   0.04310882
   0.883645   2.49124016
   0.883768   0.05951581
   0.884528   0.04824882
   0.884562   0.04780514
   0.884701   0.02283479
   0.884960   0.40681220
   0.885007   0.39291259
   0.885417   0.01273706
   0.885920   0.00718950
   0.885981   0.00441864
   0.886077   0.00716765
   0.886167   0.06696261
   0.886250   0.02006106
   0.886285   0.05557411
   0.886341   0.03556365
   0.886438   0.01166398
   0.886700   0.12609594
   0.886761   1.68924061
   0.887134   0.00974026
   0.888449   0.01917151
   0.888586   5.01609849
   0.888870   0.03920759
   0.889005   0.04087622
   0.889521   0.03320860
   0.889546   0.03106289
   0.889656   0.03265277
   0.889726   0.02906321
   0.890312   2.07077231
   0.890436   0.04270613
   0.890568   0.01608197
   0.890840   0.07148655
   0.891004   0.05375949
   0.891481   0.01947464
   0.891676   0.01427503
   0.891964   5.45376643
   0.892086   0.04554651
   0.892143   0.02012621
   0.892280   0.01132607
   0.892405   0.03166680
   0.892619   0.02000766
   0.892678   0.03984474
   0.892741   0.00965068
   0.892809   0.08818224
   0.892910   0.01448826
   0.892970   0.02494812
   0.893012   0.01471133
   0.893181   0.01111477
   0.893311   0.01852171
   0.893396   0.01788657
   0.893433   0.01458903
   0.893476   0.01492628
   0.893536   0.01931246
   0.893626   0.03489108
   0.893795   0.01233624
   0.893939   0.02693786
   0.893979   0.01600327
   0.894143   0.01277913
   0.894341   1.80323966
   0.894517   0.00990458
   0.894756   0.01261333
   0.895554   0.01270919
   0.895795   2.33838452
   0.895825   2.21491621
   0.896016   0.01892193
   0.896299   0.01490135
   0.896335   0.01155066
   0.896501   0.02193483
   0.896851   0.01984095
   0.896941   0.01514210
   0.897010   0.01935539
   0.897123   0.10951260
   0.897387   0.01564196
   0.897544   0.02218596
   0.897756   0.02006380
   0.897799   0.02494139
   0.897855   0.01214281
   0.897948   0.02812248
   0.898111   0.07206395
   0.898233   0.04176376
   0.898541   0.01632246
   0.898578   0.07784540
   0.898696   0.01393289
   0.898764   0.01688098
   0.898838   1.19792697
   0.899146   0.01719370
   0.899231   0.07925126
   0.899254   0.05585559
   0.899307   0.02475991
   0.899791   0.00812179
   0.900113   1.24052046
   0.900159   1.24586375
   0.902093   0.03318721
   0.902127   0.03696542
   0.902597   0.00660977
   0.902755   0.01590007
   0.902851   0.02544021
   0.902900   0.01528502
   0.903025   0.01752604
   0.903175   0.02204250
   0.903806   0.63789516
   0.904361   0.03521966
   0.904925   0.62664294
   0.904987   0.58881514
   0.905077   0.01069764
   0.905224   0.01590715
   0.905396   0.01367016
   0.905570   0.01383003
   0.905662   0.02466404
   0.905697   0.01863086
   0.905946   0.01081778
   0.906108   0.00901266
   0.906425   0.05151726
   0.906565   0.04238508
   0.906856   0.07390968
   0.907066   0.05242959
   0.907454   0.00888246
   0.907626   0.01565374
   0.907954   0.01560335
   0.908120   0.01305373
   0.908280   0.01195108
   0.908360   0.01273210
   0.909035   0.01657414
   0.909118   0.00809008
   0.909200   0.01743420
   0.909242   0.17813539
   0.909273   0.19301037
   0.909366   0.04787224
   0.909615   0.01427099
   0.909735   0.00641850
   0.909779   0.01742985
   0.909889   0.01134784
   0.909933   0.01262495
   0.910241   0.30435158
   0.910318   0.28862340
   0.910386   0.01795397
   0.910868   0.00845351
   0.911024   0.00830050
   0.913396   0.03049568
   0.913637   0.02416528
   0.913991   0.01712849
   0.914401   0.00960858
   0.914725   0.03600449
   0.915142   0.04949176
   0.915179   0.12365196
   0.915226   0.11015194
   0.915297   0.04552530
   0.915459   0.03624881
   0.915697   0.05936977
   0.915935   0.04423743
   0.916070   0.17637994
   0.916165   0.16905477
   0.917456   0.00847069
   0.917588   0.01218964
   0.921880   0.01058438
   0.921941   0.01058438
   0.922678   0.01787154
   0.922793   0.01787154
   0.923458   0.00000000
   0.923540   0.00000000
   0.923775   0.00000001
   0.923920   0.00000001
   0.925012   0.00000000
   0.925191   0.00000000
   0.925377   0.00000000
   0.925642   0.00000000
   0.928860   0.00197355
   0.928936   0.00197355
   0.929580   0.00320151
   0.929716   0.00320151
   0.930151   0.00000000
   0.930249   0.00000000
   0.930451   0.00000000
   0.930618   0.00000000
   0.930853   0.85629722
   0.930856   0.85629723
   0.930990   1.88790919
   0.930995   1.88790934
   0.931155   0.41599495
   0.931167   0.41599495
   0.931193   0.30642319
   0.931195   0.30642320
   0.931326   0.16045341
   0.931338   0.16045341
   0.931542   0.83627205
   0.931550   0.83627204
   0.931587   3.13979843
   0.931593   3.13979860
   0.932022   0.08817380
   0.932031   0.08817381
   0.932043   0.04909320
   0.932055   0.04909320
   0.932499   1.24395469
   0.932502   1.24395468
   0.932626   3.39924426
   0.932631   3.39924441
   0.933305   0.01209194
   0.933313   0.01209194
   0.933356   0.02065491
   0.933374   0.02065491
   0.934040   1.19420658
   0.934043   1.19420663
   0.935085   0.00000000
   0.935113   0.00242065
   0.935116   0.00242065
   0.935209   0.00398741
   0.935238   0.00398741
   0.935285   0.00000000
   0.936387   0.00029874
   0.936481   0.00029874
   0.937042   0.00046851
   0.937201   0.00046851
   0.937429   0.00000000
   0.937468   0.00039962
   0.937472   0.00039962
   0.937545   0.00000000
   0.937594   0.00063300
   0.937636   0.00063300
   0.937687   0.86536523
   0.937691   0.86536522
   0.937713   0.00000000
   0.937853   8.14609536
   0.937854   8.14609555
   0.937905   0.00000000
   0.938546   0.27392946
   0.938551   0.27392947
   0.938926   3.20528970
   0.938931   3.20528976
   0.939964   0.11661209
   0.939970   0.11661209
   0.940380   0.00005417
   0.940392   0.00005417
   0.940461   1.20440802
   0.940471   1.20440797
   0.940528   0.00008335
   0.940585   0.00008335
   0.941930   0.04704030
   0.941933   0.04704030
   0.942226   1.74811087
   0.942237   1.74811084
   0.942477   0.40415618
   0.942495   0.40415620
   0.943865   0.00000610
   0.943887   0.00000610
   0.944027   0.00000916
   0.944101   0.00000916
   0.944219   5.86398020
   0.944229   5.86397998
   0.944434   0.01667506
   0.944434   0.01667506
   0.944486   0.00003693
   0.944598   0.00003693
   0.944992   0.11799748
   0.945020   0.11799748
   0.945085   0.00005634
   0.945268   0.00005634
   0.945320   0.00000000
   0.945455   0.00000000
   0.946109   2.34508824
   0.946116   2.34508837
   0.947469   0.00498489
   0.947476   0.00498489
   0.947935   6.77455911
   0.947939   0.00000057
   0.947956   6.77455952
   0.947974   0.00000057
   0.948021   0.02958438
   0.948060   0.02958438
   0.948109   0.00000084
   0.948203   0.00000084
   0.950542   2.02644842
   0.950543   2.02644835
   0.951044   0.00124761
   0.951058   0.00124761
   0.951577   0.00638287
   0.951630   0.00638287
   0.952179   5.10957180
   0.952214   5.10957158
   0.952623   0.00000005
   0.952671   0.00000005
   0.952797   0.00000007
   0.952912   0.00000007
   0.953179   0.00000375
   0.953311   0.00000375
   0.953731   0.00000559
   0.953941   0.00000559
   0.955167   0.00026121
   0.955190   0.00026121
   0.955511   1.29345093
   0.955520   1.29345090
   0.955676   0.00116637
   0.955744   0.00116637
   0.956971   2.91309811
   0.957021   2.91309824
   0.957940   0.00000000
   0.958004   0.00000000
   0.958115   0.00000000
   0.958255   0.00000000
   0.959850   0.00004523
   0.959884   0.00004523
   0.960334   0.00018136
   0.960419   0.00018136
   0.961026   0.63790933
   0.961046   0.63790936
   0.962327   1.30982363
   0.962394   1.30982368
   0.962495   0.00000031
   0.962649   0.00000031
   0.963005   0.00000046
   0.963244   0.00000046
   0.963917   0.00000000
   0.964000   0.00000000
   0.965108   0.00000662
   0.965156   0.00000662
   0.965411   0.00502015
   0.965428   0.00502015
   0.965548   0.00307431
   0.965567   0.00002403
   0.965569   0.00307431
   0.965586   0.03321159
   0.965606   0.03321159
   0.965644   0.00058690
   0.965656   0.00058690
   0.965672   0.00002403
   0.965717   0.00037418
   0.965737   0.00037418
   0.965814   0.01943325
   0.965834   0.01943325
   0.966163   0.16964735
   0.966184   0.16964735
   0.966290   0.00005568
   0.966297   0.00005568
   0.966318   0.00003530
   0.966336   0.00003530
   0.966522   0.09385390
   0.966540   0.09385390
   0.967099   0.24861459
   0.967132   0.65969770
   0.967132   0.24861461
   0.967152   0.65969774
   0.967351   0.00000260
   0.967357   0.00000388
   0.967357   0.00000388
   0.967366   0.00000260
   0.967682   0.33916878
   0.967696   0.33916877
   0.968261   0.47392946
   0.968347   0.47392948
   0.968481   1.91939540
   0.968499   1.91939539
   0.968818   0.00000015
   0.968828   0.00000015
   0.968841   0.00000022
   0.968849   0.00000022
   0.969312   0.89697738
   0.969320   0.89697737
   0.970192   4.00377849
   0.970207   4.00377848
   0.970723   0.00000001
   0.970727   0.00000001
   0.970755   0.00000001
   0.970772   0.00000001
   0.970962   0.00000081
   0.971024   0.00000081
   0.971397   0.00000269
   0.971437   1.66246850
   0.971437   1.66246851
   0.971523   0.00000269
   0.972245   5.13853885
   0.972255   5.13853898
   0.972462   0.00000002
   0.972641   0.00000002
   0.972936   0.00000003
   0.973068   0.00000000
   0.973070   0.00000000
   0.973107   0.00000000
   0.973133   0.00000000
   0.973207   0.00000003
   0.973746   0.07768262
   0.973794   0.07768262
   0.974073   1.87027709
   0.974079   1.87027715
   0.974789   0.13929470
   0.974895   0.13929470
   0.975856   0.00000000
   0.975865   0.00000000
   0.975903   0.00000000
   0.975939   0.00000000
   0.977434   0.00000008
   0.977512   0.00000008
   0.977845   0.00000025
   0.977996   0.00000025
   0.979100   0.00000000
   0.979116   0.00000000
   0.979209   1.51511334
   0.979211   1.51511330
   0.979380  13.87909274
   0.979381  13.87909279
   0.979921   0.44735516
   0.979924   0.44735517
   0.980234   4.80100762
   0.980238   4.80100722
   0.980987   0.01964736
   0.981051   0.01964736
   0.981089   0.16826196
   0.981091   0.16826196
   0.981463   1.51511336
   0.981472   1.51511336
   0.981929   0.03353904
   0.982058   0.03353904
   0.982696   0.05589421
   0.982696   0.05589421
   0.983085   0.40314860
   0.983099   0.40314860
   0.983115   0.00000000
   0.983320   0.00000000
   0.983557   0.00000000
   0.983862   0.00000000
   0.984548   0.00000001
   0.984645   0.00000001
   0.984727   0.01510076
   0.984731   0.01510076
   0.984938   0.00000002
   0.985109   0.08930730
   0.985112   3.07052884
   0.985116   0.00000002
   0.985125   3.07052898
   0.985131   0.08930730
   0.987181   0.00340302
   0.987190   0.00340302
   0.987477  10.27581821
   0.987492  10.27581821
   0.987546   0.01628463
   0.987575   0.01628464
   0.988846   0.00405919
   0.988928   0.00405919
   0.989701   0.00666499
   0.989744   3.78589412
   0.989748   3.78589415
   0.989856   0.00666499
   0.990058   0.00054496
   0.990073   0.00054496
   0.990401   0.00241688
   0.990440   0.00241688
   0.991725  10.61586956
   0.991753  10.61586959
   0.992334   0.00000000
   0.992453   0.00000000
   0.992704   0.00000000
   0.992912   0.00000000
   0.993362   0.00007932
   0.993384   0.00007932
   0.993682   0.00027809
   0.993731   0.00027809
   0.994435   2.76700247
   0.994439   2.76700244
   0.994490   0.00000000
   0.994492   1.34130980
   0.994492   1.34130977
   0.994723   0.00000000
   0.994796   2.82997483
   0.994802   2.82997461
   0.994813   0.64256929
   0.994827   0.64256931
   0.994921   4.36398021
   0.994926   4.36398014
   0.995042   1.21032742
   0.995053   1.21032747
   0.995105   0.51863982
   0.995113   0.51863983
   0.995235   0.26801008
   0.995250   0.26801008
   0.995929   4.53400515
   0.995933   4.53400480
   0.995935   1.71032744
   0.995941   1.71032741
   0.996300   0.16347607
   0.996301   0.08983627
   0.996314   0.08983627
   0.996316   0.16347607
   0.996445   6.81612086
   0.996488   6.81612088
   0.997097   0.00000879
   0.997127   0.00000879
   0.997348   0.00069106
   0.997395   0.00002785
   0.997450   0.00069106
   0.997456   0.00002785
   0.997508   1.58060460
   0.997509   1.58060451
   0.998010   0.02455919
   0.998019   0.02455919
   0.998092   0.04248111
   0.998120   0.04248111
   0.998130   0.00109395
   0.998312   0.00109395
   1.000264   1.47229211
   1.000283   1.47229213
   1.000366   0.00552771
   1.000369   0.00552771
   1.000502   0.00909446
   1.000544   0.00909446
   1.000826   0.00000000
   1.000969   0.00000000
   1.001177   0.00000000
   1.001271   0.00000074
   1.001310   0.00000074
   1.001406   1.11397986
   1.001411   1.11397985
   1.001419   0.00000000
   1.001548   0.00000209
   1.001555  10.52392871
   1.001556  10.52392930
   1.001622   0.00000209
   1.001644   3.14105797
   1.001703   3.14105806
   1.002405   0.35768261
   1.002412   0.35768260
   1.002817   4.26448390
   1.002823   4.26448362
   1.003375   0.00102594
   1.003381   0.00102594
   1.003547   0.00164358
   1.003606   0.00164358
   1.004057   0.15654912
   1.004065   0.15654912
   1.004621   1.66750624
   1.004633   1.66750631
   1.005891   0.00000005
   1.005941   0.00000005
   1.006150   0.00000013
   1.006162   0.55755665
   1.006194   0.55755668
   1.006238   0.00000013
   1.006341   2.24181351
   1.006352   0.06586902
   1.006354   2.24181347
   1.006358   0.06586902
   1.006522   0.00009704
   1.006647   0.00009704
   1.006988   0.58942065
   1.007009   0.58942062
   1.007053   0.00016058
   1.007069   0.00016058
   1.007242   0.00014924
   1.007251   0.00024962
   1.007326   1.08387903
   1.007328   0.00024962
   1.007402   1.08387903
   1.007454   0.00014924
   1.008518   7.50251900
   1.008529   7.50251894
   1.009282   0.02452141
   1.009284   0.02452141
   1.009941   0.18324938
   1.009974   0.18324938
   1.010062   0.00000000
   1.010231   0.00000000
   1.010632   3.06045336
   1.010643   3.06045333
   1.010967   0.00000000
   1.011030   0.00000000
   1.011209   0.00000001
   1.011313   0.00000001
   1.011421   0.00002115
   1.011450   0.00002115
   1.011636   0.00003208
   1.011734   0.00003208
   1.012502   0.15793450
   1.012549   0.15793450
   1.012667   8.87783379
   1.012690   8.87783302
   1.012842   0.00790302
   1.012847   0.00790302
   1.013496   0.28576826
   1.013499   0.04964736
   1.013546   0.04964735
   1.013589   0.28576827
   1.014570   0.02168766
   1.014585   0.02168766
   1.014650   0.13073048
   1.014668   0.13073048
   1.014710   0.01318640
   1.014730   0.01318640
   1.014889   0.07574307
   1.014910   0.07574308
   1.014938   0.00279093
   1.014947   0.00279093
   1.015007   0.00178589
   1.015026   0.00178589
   1.015169   0.61322419
   1.015188   0.61322419
   1.015552   0.33488664
   1.015570   0.33488664
   1.015574   2.72921921
   1.015577   2.72921923
   1.015761   0.00028715
   1.015764   0.00028715
   1.015779   0.00018715
   1.015795   0.00018715
   1.016117   2.22040299
   1.016137   2.22040281
   1.016402   0.00001133
   1.016505   0.00000236
   1.016511   0.00000000
   1.016548   0.00000236
   1.016551   0.00001133
   1.016585   0.00000000
   1.016709   1.12455913
   1.016723   1.12455920
   1.016730   0.00000350
   1.016737   0.00000000
   1.016852   0.00000350
   1.016857   0.00000000
   1.017025   0.00001565
   1.017038   0.00001565
   1.017039   0.00002344
   1.017041   0.00215995
   1.017045   0.00002344
   1.017054   0.00215995
   1.017068   0.00001703
   1.017313   0.00001703
   1.017430   6.93702779
   1.017468   6.93702800
   1.017481   6.07052898
   1.017499   6.07052900
   1.017682   0.01161587
   1.017745   0.01161587
   1.018378   2.79848866
   1.018387   2.79848868
   1.018750   0.00000104
   1.018758   0.00000104
   1.018782   0.00000153
   1.018797   0.00000153
   1.019243  12.01259373
   1.019257  12.01259404
   1.019300   0.03396725
   1.019362   0.03396725
   1.020159   0.05790932
   1.020270   0.05790932
   1.020584   4.92695185
   1.020585   4.92695212
   1.020957   0.00000006
   1.020959   0.00000006
   1.021001   0.00000008
   1.021024   0.00000008
   1.021155   1.82115866
   1.021161   1.82115864
   1.021380  14.84886695
   1.021390  14.84886652
   1.021892   0.00049773
   1.021917   0.00049773
   1.022332   0.00000022
   1.022393   0.00000022
   1.022510   0.00234257
   1.022533   0.00000000
   1.022563   0.00000033
   1.022592   0.00234257
   1.022621   0.00000000
   1.022712   0.00000033
   1.022745   0.00000000
   1.022831   4.14483614
   1.022882   0.00000000
   1.022886   4.14483621
   1.023343   5.34634785
   1.023350   5.34634772
   1.023648   0.00000000
   1.023653   0.00000000
   1.023702   0.00000000
   1.023736   0.00000000
   1.026572   0.00560202
   1.026650   0.00560202
   1.026833   0.00000000
   1.026845   0.00000000
   1.026896   0.00000000
   1.026941   0.00000000
   1.027025   0.00000111
   1.027201   0.00000111
   1.027322   0.00912595
   1.027380   0.95188917
   1.027399   0.95188918
   1.027414   0.00009628
   1.027451   0.00009628
   1.027453   0.00912594
   1.027643   0.00000163
   1.027925   0.00000163
   1.028005   0.00040441
   1.028108   0.00040441
   1.028758   4.20654912
   1.028760   4.20654948
   1.028892   1.97858949
   1.028937   0.00000002
   1.028945  38.75315095
   1.028946  38.75314893
   1.028967   1.97858945
   1.029017   0.00000002
   1.029046   0.00000000
   1.029148   0.00000000
   1.029171   0.00000003
   1.029245   0.00000000
   1.029349   0.00000003
   1.029399   0.00000000
   1.029533   1.26574304
   1.029536   1.26574308
   1.029882  13.76574373
   1.029887  13.76574370
   1.030524   0.00000000
   1.030543   0.00000000
   1.030806   0.48828717
   1.030809   0.48828716
   1.031230   4.49370283
   1.031239   4.49370272
   1.032561   0.16901763
   1.032561   0.16901764
   1.033005   1.26196480
   1.033021   1.26196481
   1.033629   0.00001576
   1.033681   0.00001576
   1.034192   0.00006014
   1.034270   0.39823677
   1.034303   0.39823678
   1.034319   0.00006014
   1.034334   0.00071448
   1.034429   0.00071448
   1.034782   0.04808564
   1.034786   0.04808564
   1.034995   0.00111801
   1.035006   8.47481125
   1.035019   8.47481121
   1.035148   0.00111801
   1.035221   0.29546598
   1.035245   0.29546600
   1.035634   0.76876576
   1.035731   0.76876576
   1.036064   0.00000000
   1.036180   0.00000000
   1.036359   0.00000000
   1.036460   0.00000000
   1.037466   0.01113098
   1.037476   0.01113098
   1.037564  28.28715373
   1.037580  28.28715528
   1.037888   0.05707809
   1.037921   0.05707809
   1.038430   0.00000009
   1.038637   0.00000009
   1.039007   0.00000013
   1.039330   0.00000013
   1.039936  10.59697747
   1.039941  10.59697774
   1.040563   0.00000222
   1.040616   0.00208438
   1.040632   0.00208438
   1.040632   0.00000222
   1.041014   0.00904534
   1.041058   0.00904534
   1.041100   0.00000776
   1.041253   0.00000776
   1.041844   0.13539043
   1.041894   0.13539043
   1.042107  29.84886689
   1.042137  29.84886652
   1.042601   0.00007097
   1.042715   0.00007097
   1.043080   0.24571789
   1.043190   0.00010793
   1.043201   0.24571787
   1.043366   0.00010793
   1.044234   0.00030365
   1.044258   0.00030365
   1.044608   0.00117859
   1.044663   0.00117859
   1.045334   8.13350136
   1.045339   8.13350154
   1.047160  19.74811040
   1.047206  19.74811140
   1.048247   0.00000027
   1.048328   0.00003637
   1.048337   0.00000027
   1.048361   0.00003637
   1.048677   0.00012178
   1.048746   0.00012178
   1.048759   0.00000086
   1.048942   0.00000086
   1.050130   0.03772040
